,Children,Age,Income,Marital,Gender,Churn,Tenure,MonthlyCharge
8706,0,45,8934.54,Divorced,Male,No,55.49451,217.484
8707,2,24,22328.75,Never Married,Male,No,57.65949,177.4945
8708,4,68,46018.62,Widowed,Male,No,70.50313,172.4567
8709,3,79,6063.08,Widowed,Male,No,63.56932,222.65
8710,1,20,4824.09,Never Married,Male,No,48.20556,117.472
8711,3,21,8716.7,Widowed,Male,No,50.69797,220.1478
8712,4,76,57316.09,Married,Female,No,66.00509,222.6143
8713,1,81,65542.94,Married,Male,No,58.46541,149.989
8714,0,62,47589.97,Separated,Male,No,71.9039,222.6281
8715,2,47,18435.57,Married,Male,No,69.35321,152.4624
8716,0,60,20746.61,Divorced,Female,No,44.14411,214.9663
8717,1,25,38884.17,Separated,Female,No,50.72837,219.9902
8718,1,78,62884.22,Never Married,Male,No,66.19707,172.4624
8719,0,35,23178.69,Divorced,Male,No,46.94667,210.127
8720,1,58,46509.62,Widowed,Male,No,62.50486,182.4653
8721,3,25,49597.04,Divorced,Female,No,67.69816,117.472
8722,0,29,29321.25,Separated,Male,No,59.94097,124.9781
8723,0,66,5523.47,Divorced,Female,No,63.45694,172.4567
8724,0,53,41900.38,Married,Female,No,62.83864,129.9763
8725,3,33,41617.07,Never Married,Male,No,54.07581,172.5104
8726,1,34,25206.38,Separated,Female,No,70.33975,162.4676
8727,5,28,36474.65,Never Married,Male,No,61.70273,137.4836
8728,4,25,13487.36,Separated,Female,No,55.74501,177.4876
8729,7,55,23171.12,Widowed,Female,No,71.12475,179.9794
8730,0,88,46348.16,Divorced,Female,No,66.96136,245.1283
8731,2,79,38395.52,Divorced,Male,No,71.99373,222.6143
8732,3,24,65486.61,Married,Female,No,60.98321,132.4798
8733,0,18,29267.03,Widowed,Male,No,60.50817,174.9618
8734,2,34,38594.57,Widowed,Male,No,59.53457,152.4884
8735,4,31,69199.04,Widowed,Nonbinary,No,71.12849,114.9838
8736,0,72,24592.08,Never Married,Female,No,67.78399,230.1051
8737,6,56,8483.28,Never Married,Male,No,60.77384,147.4738
8738,10,87,21020.26,Separated,Male,No,64.38287,152.509
8739,2,70,49830.03,Separated,Male,No,62.86571,267.6427
8740,1,80,9743.36,Married,Female,No,51.60705,159.9349
8741,2,62,39116.35,Married,Male,No,62.4542,257.6549
8742,2,18,23908.68,Married,Male,No,60.21411,159.965
8743,6,79,74269.41,Separated,Female,No,47.1766,139.9512
8744,1,42,143641.2,Separated,Male,No,64.5472,257.6549
8745,2,41,40818.88,Widowed,Male,No,51.92063,162.4689
8746,1,28,43464.06,Widowed,Female,No,54.09544,242.6435
8747,2,36,35713.37,Separated,Male,No,56.19138,184.9496
8748,2,31,50967.01,Widowed,Male,No,57.98413,174.9768
8749,1,81,87775.72,Divorced,Male,No,62.60438,147.4564
8750,1,65,42200.42,Never Married,Female,No,42.04904,147.4564
8751,0,64,8517.87,Divorced,Male,Yes,62.71718,242.6281
8752,0,42,17271.98,Married,Male,No,47.4649,129.9483
8753,0,83,55223.1,Widowed,Male,Yes,63.38783,257.6513
8754,1,43,37327.76,Married,Male,No,56.15392,124.9643
8755,3,45,26449.68,Never Married,Male,No,62.13428,267.6427
8756,0,35,14865.17,Separated,Female,No,63.90796,152.4624
8757,8,40,35016.3,Married,Male,No,62.75391,127.4887
8758,2,42,83829.32,Married,Male,No,64.25291,137.4836
8759,0,65,53684.77,Separated,Female,No,69.22651,142.4713
8760,3,86,9539.84,Married,Female,Yes,36.28161,275.1198
8761,4,56,51834.27,Separated,Female,No,46.38454,112.4844
8762,2,48,24548.06,Widowed,Male,No,62.53352,172.4624
8763,3,45,35021.59,Widowed,Male,No,38.29305,204.9634
8764,1,44,12558.05,Never Married,Male,No,50.62244,220.1323
8765,4,27,41466.61,Divorced,Male,No,64.88052,149.9928
8766,7,49,12835.28,Divorced,Female,No,45.66396,147.4783
8767,2,68,30006.94,Divorced,Female,No,69.59341,117.4392
8768,1,44,37078.58,Married,Male,No,62.1578,149.9621
8769,1,78,17583.94,Separated,Female,No,71.13694,197.4945
8770,10,39,51228.78,Separated,Female,No,64.14083,144.9607
8771,3,60,41164.66,Divorced,Female,No,69.657,257.6513
8772,7,87,81130.95,Widowed,Male,No,41.23951,112.4844
8773,1,42,26005.03,Widowed,Female,No,49.20691,139.9568
8774,8,33,33971.73,Separated,Male,No,56.37573,225.1457
8775,2,63,28857.38,Divorced,Male,No,39.42138,127.4601
8776,1,72,71822.03,Divorced,Male,No,66.31761,142.4689
8777,8,39,18813.32,Widowed,Female,No,62.52045,222.65
8778,1,81,15426.3,Divorced,Female,No,71.40954,134.9509
8779,2,51,29567.14,Widowed,Female,No,58.96403,172.4567
8780,4,39,19869.24,Widowed,Female,No,60.72007,192.4885
8781,3,55,18001.12,Never Married,Male,No,61.46188,137.4836
8782,1,49,7742.36,Married,Male,No,55.09485,142.4689
8783,0,18,28768.29,Never Married,Female,No,40.53237,134.9509
8784,3,88,11311.31,Married,Female,No,71.26615,112.4551
8785,2,22,13102.29,Divorced,Female,No,51.36891,144.9607
8786,2,51,28125.21,Never Married,Male,No,51.2129,104.9629
8787,0,34,10889.01,Widowed,Female,Yes,52.17851,242.6106
8788,1,51,97230.0,Widowed,Female,No,57.07265,207.4974
8789,2,51,102431.3,Separated,Female,No,50.49273,127.4601
8790,0,72,9841.71,Widowed,Female,No,57.00347,155.0084
8791,1,79,33129.89,Never Married,Female,No,71.44791,147.4738
8792,2,80,11491.42,Divorced,Male,No,66.50713,230.1344
8793,3,24,91326.09,Divorced,Male,No,61.82003,130.0064
8794,4,82,12537.81,Married,Female,No,51.99282,139.9349
8795,4,46,29161.56,Divorced,Female,No,68.93363,204.9797
8796,0,71,32720.92,Divorced,Female,No,68.59726,149.9447
8797,2,67,41311.65,Never Married,Male,No,67.53691,134.9509
8798,4,77,17893.93,Widowed,Male,No,65.77898,127.4586
8799,0,49,11575.14,Married,Male,No,64.48578,197.4876
8800,1,78,37039.36,Divorced,Male,No,68.68812,275.1198
8801,0,89,46051.44,Married,Male,No,64.79987,200.1185
8802,2,26,42539.6,Widowed,Female,No,66.70002,159.9512
8803,4,42,9374.34,Separated,Male,No,55.40847,157.4698
8804,1,45,20114.83,Married,Male,No,58.52385,192.4404
8805,4,51,8361.24,Never Married,Male,No,69.12212,179.9476
8806,7,65,12555.95,Divorced,Female,Yes,70.7555,255.1336
8807,4,72,13837.86,Divorced,Male,No,62.23897,139.9512
8808,3,43,50100.2,Never Married,Female,No,69.27587,175.0048
8809,4,44,22802.9,Separated,Female,No,48.27562,139.9349
8810,2,50,33364.77,Widowed,Male,No,69.31577,127.4958
8811,0,86,14382.5,Divorced,Male,Yes,43.87969,207.4811
8812,1,29,82983.69,Divorced,Female,No,60.99965,217.4725
8813,0,56,57552.49,Widowed,Female,No,57.60401,137.4686
8814,1,29,111778.1,Married,Male,No,47.67256,222.65
8815,0,73,9316.7,Married,Male,No,65.99581,207.4754
8816,0,73,1935.7,Divorced,Male,No,65.27026,139.9979
8817,3,65,11955.52,Never Married,Male,No,68.61891,162.4653
8818,0,82,19329.4,Divorced,Male,Yes,47.60481,275.1336
8819,2,83,34710.68,Widowed,Male,No,68.47424,159.9512
8820,2,49,30964.02,Divorced,Female,No,62.78883,242.6281
8821,0,82,50637.25,Separated,Female,No,48.01685,227.4754
8822,2,79,117715.3,Widowed,Male,No,71.07998,222.6792
8823,0,77,44511.9,Separated,Male,Yes,61.48122,242.6573
8824,1,18,29670.11,Separated,Male,No,70.42068,204.9496
8825,5,26,21046.8,Separated,Male,No,67.10773,117.4835
8826,0,22,40885.91,Separated,Female,No,60.31971,149.9598
8827,10,66,7974.41,Never Married,Female,No,60.69166,160.0013
8828,1,63,11288.95,Widowed,Female,No,70.56821,139.9568
8829,1,54,110343.8,Separated,Male,No,58.95425,92.48802
8830,2,35,186156.6,Divorced,Male,No,65.66957,255.1372
8831,6,80,10795.57,Widowed,Male,No,50.71608,149.9707
8832,4,72,18961.05,Separated,Female,No,70.77383,147.4601
8833,3,50,56565.69,Married,Male,No,63.9264,159.9875
8834,0,77,8167.63,Married,Female,No,71.59439,127.4887
8835,1,61,75515.78,Divorced,Female,No,71.05361,162.4538
8836,0,29,37399.88,Widowed,Male,No,58.73457,129.9483
8837,1,84,60276.48,Widowed,Female,No,68.20321,139.9678
8838,0,30,15299.42,Widowed,Male,Yes,51.67488,242.6573
8839,1,41,58545.72,Never Married,Male,No,60.93346,164.967
8840,4,77,12912.29,Never Married,Male,No,42.82102,137.4978
8841,0,28,21423.42,Divorced,Female,No,58.57249,112.4844
8842,3,84,53979.72,Widowed,Female,No,55.68741,114.9838
8843,6,77,34343.05,Divorced,Female,No,69.5048,165.0113
8844,0,86,19606.42,Widowed,Male,No,62.89177,197.6288
8845,1,63,6025.06,Married,Male,No,53.60305,217.4702
8846,1,69,30256.32,Widowed,Male,No,54.37409,147.4601
8847,2,67,24326.72,Married,Female,No,52.71022,262.6106
8848,0,21,12654.73,Separated,Female,No,64.56029,222.6654
8849,2,48,72425.99,Never Married,Female,No,51.9647,154.9755
8850,3,76,21499.0,Never Married,Female,No,64.56459,220.1149
8851,5,21,21326.64,Divorced,Male,No,58.51928,164.9647
8852,3,24,8208.47,Divorced,Male,No,69.24664,207.4673
8853,0,77,102702.5,Widowed,Female,No,71.75497,162.4538
8854,3,53,3196.26,Married,Male,No,71.53606,172.4404
8855,0,34,25652.0,Separated,Male,No,62.5567,200.1185
8856,1,58,65768.17,Widowed,Female,No,69.74686,242.6106
8857,3,33,11624.31,Divorced,Nonbinary,No,55.48531,139.983
8858,4,60,19603.48,Never Married,Male,No,68.69992,104.9643
8859,2,56,51095.47,Divorced,Female,No,65.16987,139.9512
8860,0,48,38501.46,Divorced,Male,No,50.55452,124.9935
8861,2,62,19418.81,Married,Male,No,58.0434,139.9512
8862,0,61,87653.56,Divorced,Male,No,70.21916,214.9663
8863,0,37,12262.31,Married,Male,No,61.18471,117.4686
8864,1,89,11681.78,Widowed,Female,No,70.19945,242.6326
8865,1,68,35917.89,Divorced,Female,Yes,56.76973,242.6143
8866,1,82,45362.56,Divorced,Male,No,42.02106,117.5152
8867,3,41,28435.25,Separated,Male,No,59.59171,232.6228
8868,0,54,44290.52,Never Married,Female,No,58.90417,144.9607
8869,3,36,3686.27,Never Married,Male,No,55.64344,174.9882
8870,0,36,22289.83,Divorced,Male,No,37.90754,139.9875
8871,6,65,42242.38,Divorced,Male,No,65.87966,222.6326
8872,1,25,13265.39,Separated,Male,No,60.05643,137.4392
8873,2,53,118281.7,Widowed,Male,No,71.21314,207.6094
8874,1,31,59814.41,Widowed,Male,No,63.53539,232.6378
8875,1,63,27045.06,Never Married,Male,No,58.56191,207.4811
8876,1,85,41066.46,Separated,Female,No,59.47229,159.983
8877,2,74,23288.67,Separated,Male,No,46.55186,137.4872
8878,5,43,49062.06,Divorced,Male,No,65.28923,127.4783
8879,0,35,9682.42,Divorced,Female,No,63.58076,114.9728
8880,1,82,57339.59,Widowed,Male,No,71.96235,194.9882
8881,0,86,53330.75,Married,Female,No,65.11343,147.4421
8882,3,60,56175.87,Married,Female,No,55.42799,149.9598
8883,1,56,59221.64,Married,Female,No,54.40563,242.6281
8884,3,58,75008.28,Never Married,Male,No,52.8369,159.9349
8885,0,60,47386.97,Never Married,Male,No,54.28949,164.9715
8886,2,36,43627.54,Married,Male,No,63.39683,182.4676
8887,3,20,41971.87,Divorced,Female,No,57.87473,222.6281
8888,4,64,56783.12,Married,Female,No,66.35321,187.4673
8889,1,55,22810.25,Separated,Female,No,46.75485,112.4551
8890,0,85,73067.65,Separated,Female,No,48.42652,252.6378
8891,0,18,11718.07,Married,Female,No,58.89646,225.1457
8892,0,19,24366.76,Widowed,Female,No,70.52668,164.9853
8893,4,59,42760.04,Widowed,Female,Yes,71.64551,225.1457
8894,0,32,90780.38,Never Married,Female,No,39.23505,194.9663
8895,1,29,40412.56,Never Married,Female,No,67.15929,245.1283
8896,0,83,59357.03,Widowed,Male,No,64.25764,137.5165
8897,0,41,4551.4,Separated,Male,No,65.12124,174.9755
8898,1,69,25392.45,Divorced,Female,No,67.89973,172.4624
8899,4,30,100050.0,Never Married,Male,No,68.54375,147.4421
8900,0,25,24685.33,Never Married,Male,No,56.32657,232.652
8901,7,66,47296.5,Divorced,Male,No,47.40118,142.4993
8902,0,83,10151.14,Married,Female,No,39.83368,137.4684
8903,2,27,33392.44,Divorced,Male,No,51.59283,204.9634
8904,3,89,39855.68,Widowed,Male,No,71.12681,94.97283
8905,2,39,43029.53,Never Married,Male,No,59.28121,117.472
8906,0,42,11668.78,Separated,Female,No,68.14328,162.4982
8907,0,54,28928.83,Widowed,Female,No,63.20833,174.9768
8908,3,64,16499.16,Widowed,Male,No,71.21292,217.4702
8909,0,53,81087.13,Divorced,Female,No,43.5663,142.4713
8910,1,51,22019.29,Separated,Female,No,59.78823,149.9598
8911,1,55,36932.56,Divorced,Male,No,52.20049,92.45514
8912,0,48,140110.0,Never Married,Male,No,65.90545,169.9928
8913,0,26,43027.81,Widowed,Male,No,69.01117,212.6557
8914,5,72,17354.74,Separated,Female,No,55.02079,152.4798
8915,3,19,63080.18,Never Married,Female,No,53.58396,192.4404
8916,0,18,26959.95,Divorced,Nonbinary,No,66.22321,134.9801
8917,0,38,12723.64,Married,Male,No,42.07751,124.9781
8918,2,24,67649.91,Married,Female,No,51.80774,114.9728
8919,3,30,53901.68,Separated,Male,No,65.32158,137.4392
8920,1,20,21224.38,Divorced,Female,No,70.66533,255.1417
8921,1,87,14634.81,Widowed,Female,No,54.11361,240.1149
8922,1,38,63669.74,Never Married,Female,No,64.20551,160.0122
8923,1,42,67040.96,Never Married,Male,No,58.36296,159.965
8924,0,51,44847.15,Divorced,Male,No,43.98704,162.4937
8925,0,89,93474.78,Divorced,Female,No,54.99066,139.9979
8926,3,58,67637.17,Widowed,Male,No,53.62789,235.1555
8927,3,60,41190.38,Divorced,Female,No,59.29358,162.5007
8928,0,61,73700.77,Never Married,Male,No,71.58757,190.1737
8929,1,48,52772.29,Separated,Female,Yes,42.47353,242.6106
8930,1,86,57801.81,Widowed,Male,No,57.68543,232.6707
8931,3,82,23942.2,Married,Female,No,66.77433,102.4746
8932,2,42,23101.59,Never Married,Male,No,63.6336,255.1372
8933,0,53,15397.08,Married,Female,No,55.9975,119.9897
8934,2,35,63016.28,Widowed,Female,No,56.841,200.1465
8935,0,53,15125.59,Widowed,Male,No,70.47803,222.6281
8936,2,73,37027.19,Married,Male,No,57.39587,150.007
8937,1,49,10317.99,Separated,Female,No,60.74786,184.9797
8938,5,70,117890.3,Divorced,Female,No,69.82128,147.5031
8939,1,55,41526.48,Never Married,Female,No,65.71805,137.4392
8940,6,85,63887.79,Widowed,Female,No,60.42253,182.4433
8941,1,30,76930.11,Separated,Female,No,69.44504,174.9699
8942,3,83,21299.93,Divorced,Male,No,53.25801,159.983
8943,2,69,49613.0,Separated,Male,No,63.43387,162.447
8944,4,32,68056.48,Separated,Male,No,53.48684,179.9794
8945,0,31,117418.8,Divorced,Female,No,59.63916,127.525
8946,3,48,2353.79,Never Married,Female,No,59.12149,210.138
8947,1,32,57567.11,Widowed,Female,No,70.43935,275.1198
8948,1,81,28877.8,Separated,Male,Yes,71.35403,257.6513
8949,4,27,60053.46,Separated,Male,No,61.12237,267.6647
8950,2,62,51231.14,Separated,Female,No,61.17556,119.9897
8951,1,69,10155.82,Separated,Female,No,65.38222,144.9607
8952,0,34,41081.57,Separated,Female,Yes,67.93803,245.147
8953,8,87,30081.47,Never Married,Male,No,46.41634,114.9658
8954,2,24,30174.37,Divorced,Male,No,69.30616,147.4738
8955,9,21,18978.48,Widowed,Male,No,51.53504,182.4653
8956,1,67,81716.87,Widowed,Nonbinary,Yes,61.17571,220.1615
8957,3,29,12717.4,Married,Male,No,51.77932,159.9476
8958,2,18,12269.77,Widowed,Female,Yes,56.18852,255.1555
8959,2,46,25861.04,Separated,Male,No,69.72684,124.9781
8960,3,59,84770.13,Divorced,Female,No,70.69188,172.4624
8961,0,88,55089.98,Divorced,Male,No,62.21879,137.4872
8962,4,89,47598.12,Divorced,Female,Yes,58.82987,257.6841
8963,1,68,29048.41,Separated,Male,No,53.13455,159.9512
8964,0,36,34090.55,Widowed,Female,No,56.05193,182.4538
8965,0,18,54102.22,Widowed,Nonbinary,No,71.13774,104.9643
8966,2,30,49645.28,Never Married,Female,No,57.71425,114.9976
8967,0,23,24588.75,Widowed,Female,No,69.58993,152.466
8968,0,55,137687.4,Married,Male,Yes,54.14398,275.1336
8969,2,29,57981.64,Separated,Male,No,50.3804,200.1465
8970,1,83,14545.96,Married,Male,No,43.52477,115.0021
8971,0,44,49320.63,Married,Male,No,55.68048,129.9598
8972,0,77,15843.72,Separated,Male,No,63.22009,147.4783
8973,3,31,48781.9,Married,Female,No,65.33904,275.1336
8974,1,52,36472.39,Married,Male,No,60.91995,220.1615
8975,1,36,15551.28,Widowed,Male,No,56.71742,172.4441
8976,1,63,34580.07,Married,Female,No,65.50686,232.624
8977,3,30,17259.33,Widowed,Male,No,46.15653,117.4858
8978,3,66,23005.6,Widowed,Male,No,64.2738,162.447
8979,0,24,43301.18,Married,Male,No,65.44503,129.9621
8980,1,76,59188.01,Never Married,Female,No,65.09085,127.525
8981,5,69,46923.98,Divorced,Female,No,70.26887,179.9476
8982,3,59,11981.42,Never Married,Female,No,51.88253,152.4907
8983,1,83,94513.15,Widowed,Female,No,50.55291,159.9476
8984,1,82,40248.27,Never Married,Female,No,69.98687,147.4601
8985,2,37,19268.4,Married,Female,No,59.47664,190.127
8986,3,64,38488.68,Widowed,Male,No,58.72004,179.9476
8987,4,28,12785.8,Never Married,Female,No,65.03219,139.9568
8988,4,23,140030.5,Never Married,Male,No,61.36037,194.9882
8989,3,43,86197.3,Divorced,Female,No,60.51339,190.127
8990,4,29,38670.96,Married,Female,No,67.01837,184.967
8991,4,58,19598.28,Never Married,Male,No,44.47907,117.5015
8992,0,46,10040.11,Widowed,Female,No,54.28874,204.9634
8993,0,89,28248.49,Married,Male,No,71.12545,125.0073
8994,1,76,78242.15,Married,Male,No,36.95505,162.4676
8995,5,82,33144.92,Widowed,Male,No,54.30563,220.1323
8996,4,74,13596.02,Married,Female,No,48.85809,184.9797
8997,0,83,33855.49,Never Married,Male,No,71.76656,187.4847
8998,0,38,9800.21,Divorced,Female,No,71.65648,137.4698
8999,1,69,50817.75,Widowed,Female,No,64.61898,129.9763
9000,1,76,27917.73,Divorced,Female,No,69.35043,157.4836
9001,1,71,31172.22,Divorced,Female,No,69.91998,242.6326
9002,3,32,19761.06,Married,Female,No,62.13371,277.6513
9003,4,66,107207.5,Married,Male,No,59.6293,187.656
9004,1,82,16776.51,Never Married,Male,No,70.86194,187.6422
9005,0,43,25113.66,Widowed,Female,No,67.11209,127.4738
9006,4,45,17231.33,Divorced,Male,No,58.23259,192.4404
9007,0,74,68152.47,Married,Female,No,52.76138,187.656
9008,6,41,38482.34,Divorced,Male,No,68.86595,117.4872
9009,0,21,41556.64,Married,Male,No,68.99606,167.4564
9010,1,68,92083.74,Married,Female,No,62.42321,169.9378
9011,7,27,20750.19,Divorced,Male,No,46.23456,220.1185
9012,0,60,84440.47,Separated,Female,No,57.44563,154.9618
9013,1,53,16316.98,Never Married,Female,Yes,68.7816,255.1198
9014,1,55,6528.84,Married,Male,No,57.04882,159.9349
9015,1,51,59570.42,Married,Female,No,64.1745,275.1336
9016,2,61,26364.52,Married,Female,No,62.86571,164.9647
9017,2,53,36126.72,Widowed,Female,No,67.84553,115.0021
9018,0,51,95509.68,Married,Female,No,64.49231,117.4392
9019,4,37,67068.72,Never Married,Female,No,62.70815,127.475
9020,1,63,77486.12,Widowed,Male,No,65.31625,127.4887
9021,0,44,32495.96,Widowed,Female,No,70.49442,144.9889
9022,6,63,79243.91,Separated,Male,No,44.46693,147.4738
9023,1,54,9384.69,Married,Male,Yes,48.84821,210.1051
9024,0,76,45316.27,Never Married,Male,No,68.49174,184.961
9025,3,64,41097.52,Never Married,Male,No,70.40902,232.6415
9026,0,70,12458.49,Never Married,Male,No,59.48026,202.65
9027,2,41,37875.94,Divorced,Female,No,69.39129,114.9658
9028,0,58,4660.45,Separated,Male,No,42.59461,174.9919
9029,3,55,11628.95,Separated,Female,No,57.07243,149.9447
9030,0,31,9193.97,Married,Female,No,52.37668,112.4551
9031,10,44,17438.83,Never Married,Female,No,64.60077,147.4713
9032,1,78,160216.1,Married,Female,No,61.97321,162.4689
9033,9,86,25972.02,Separated,Male,No,68.05839,194.9581
9034,2,50,7977.67,Married,Male,No,49.45192,159.9805
9035,2,88,11116.97,Married,Male,No,65.90788,184.9963
9036,4,53,11738.87,Separated,Female,No,68.22677,187.6094
9037,0,67,27422.23,Divorced,Male,No,38.14529,147.4783
9038,1,67,31959.4,Never Married,Male,No,63.03296,179.9476
9039,10,26,11659.0,Divorced,Female,No,56.56173,104.9643
9040,2,80,67034.95,Widowed,Female,No,70.39578,277.6375
9041,3,58,16271.47,Widowed,Female,No,68.75872,112.4551
9042,3,29,95064.28,Married,Male,Yes,70.49752,257.6375
9043,1,19,16283.13,Never Married,Female,No,60.98712,184.9634
9044,1,34,48598.8,Married,Male,No,46.07603,149.9845
9045,0,81,81288.92,Divorced,Female,No,71.45681,147.4421
9046,5,65,119017.8,Widowed,Female,No,58.45672,139.9512
9047,1,73,15679.34,Married,Male,Yes,47.27475,200.1185
9048,4,75,39403.71,Separated,Male,No,67.57013,207.4974
9049,2,67,9724.88,Married,Male,Yes,63.00932,142.4713
9050,1,29,36088.07,Divorced,Male,No,62.71074,95.01949
9051,1,56,53714.51,Separated,Female,No,68.59815,214.9525
9052,3,73,60461.6,Married,Female,No,45.82729,137.5165
9053,2,46,6047.31,Never Married,Male,No,64.99061,204.961
9054,0,38,21939.65,Separated,Female,No,66.42219,242.6435
9055,2,77,18143.49,Never Married,Male,No,69.44118,179.9476
9056,0,23,34414.35,Divorced,Male,No,55.7768,114.9509
9057,1,79,82450.93,Separated,Female,No,59.83107,179.9794
9058,1,68,14475.95,Never Married,Male,No,41.18372,114.9976
9059,3,41,46184.74,Widowed,Female,No,61.85639,147.4783
9060,3,43,48836.24,Divorced,Male,No,63.13788,252.624
9061,3,66,19200.57,Married,Female,No,56.50636,149.9447
9062,0,28,96575.06,Married,Male,No,66.15184,177.6508
9063,8,23,62886.29,Separated,Male,No,60.8833,222.6362
9064,1,32,14842.19,Divorced,Female,No,62.23915,212.6557
9065,3,46,34315.35,Widowed,Female,No,63.59084,184.9634
9066,8,87,80447.93,Never Married,Male,No,65.33881,169.9928
9067,0,67,17871.59,Separated,Male,No,60.3736,212.6415
9068,1,24,21409.9,Separated,Female,No,51.7077,252.6378
9069,0,33,42921.65,Married,Male,No,66.00877,252.6378
9070,1,79,40909.6,Divorced,Female,No,71.58237,117.4686
9071,3,63,53755.23,Separated,Male,No,59.9737,107.4958
9072,4,73,71134.21,Separated,Male,No,71.89152,124.9781
9073,1,21,12829.0,Married,Male,No,57.65657,147.4421
9074,1,43,38819.31,Divorced,Female,No,61.64558,149.9621
9075,1,44,22428.29,Separated,Male,No,67.88936,222.6143
9076,0,48,15189.38,Never Married,Male,No,65.26684,159.9349
9077,4,42,142119.3,Widowed,Male,No,64.71742,149.9483
9078,2,31,32306.62,Widowed,Male,No,60.50225,179.9656
9079,1,21,20838.47,Widowed,Male,No,49.7983,130.0064
9080,1,56,71507.95,Widowed,Female,No,62.84987,172.4441
9081,2,68,31935.71,Widowed,Male,No,62.87394,159.9349
9082,3,20,43073.14,Never Married,Male,No,61.27781,120.0035
9083,0,19,27756.42,Divorced,Female,No,70.00904,124.9643
9084,0,27,73006.35,Married,Male,No,57.94447,184.9963
9085,1,53,12457.84,Widowed,Female,No,64.71389,190.1737
9086,1,58,24495.84,Separated,Male,No,64.59202,230.1051
9087,2,58,62969.23,Never Married,Female,No,58.18133,190.1599
9088,7,21,79611.89,Married,Male,No,71.18005,184.9797
9089,0,87,65916.74,Widowed,Male,No,60.96083,117.4872
9090,2,33,33253.04,Married,Male,No,62.45443,177.4945
9091,1,27,66840.39,Separated,Male,No,62.23643,187.4811
9092,1,18,69035.22,Never Married,Male,No,62.83227,137.4684
9093,1,30,36496.0,Divorced,Female,No,67.34697,112.4551
9094,1,80,36648.54,Never Married,Female,No,66.82797,214.9663
9095,3,49,46876.55,Divorced,Female,No,53.24081,142.4713
9096,4,76,28372.0,Divorced,Male,No,55.77968,179.9794
9097,7,47,51223.48,Widowed,Male,No,64.74166,232.624
9098,6,31,48175.44,Separated,Male,No,50.30932,172.4871
9099,1,62,47939.14,Never Married,Male,No,70.87866,204.9797
9100,4,59,42809.29,Separated,Female,No,66.70866,245.147
9101,1,62,13891.84,Separated,Female,No,42.12085,157.4698
9102,4,35,25648.63,Married,Female,No,60.30709,134.9509
9103,2,89,11989.27,Divorced,Female,No,54.7709,142.4713
9104,3,28,7215.61,Married,Female,No,52.04568,139.965
9105,1,25,23873.96,Separated,Female,No,56.24334,184.9963
9106,6,23,58670.53,Married,Male,No,67.97714,117.4686
9107,3,19,86234.35,Never Married,Female,No,68.1959,207.4974
9108,2,31,16226.86,Married,Male,No,66.03822,242.6326
9109,0,33,94338.5,Married,Male,No,56.19141,149.9776
9110,1,62,17059.86,Separated,Female,No,55.44991,207.4811
9111,8,55,51059.78,Never Married,Male,No,52.3927,137.4392
9112,8,29,20516.44,Widowed,Male,No,67.82028,159.9476
9113,3,87,62916.19,Widowed,Female,No,71.86794,144.9889
9114,0,62,52994.02,Married,Female,No,48.22395,192.4885
9115,0,28,27202.17,Widowed,Female,No,57.2702,137.4686
9116,5,75,9875.52,Married,Male,No,62.39405,207.6094
9117,0,60,21294.13,Never Married,Male,No,46.12627,164.9889
9118,1,60,25331.57,Married,Female,No,69.93494,245.132
9119,0,32,26896.04,Never Married,Female,No,58.57229,157.4698
9120,0,43,22246.04,Divorced,Nonbinary,No,60.23312,172.4733
9121,2,46,42275.48,Separated,Male,No,59.26713,179.9476
9122,10,83,38830.69,Never Married,Female,No,37.52707,210.127
9123,0,38,22649.13,Widowed,Male,No,64.63082,187.4811
9124,0,20,97729.46,Married,Female,No,59.61692,149.9928
9125,4,33,10260.04,Divorced,Male,No,64.03187,267.6647
9126,1,89,4492.36,Married,Male,No,58.11303,232.6415
9127,0,76,43741.92,Never Married,Male,No,49.73125,179.9794
9128,3,33,3966.98,Widowed,Female,No,62.46483,232.6228
9129,7,34,61023.12,Married,Female,No,54.22814,232.6228
9130,1,67,27822.24,Never Married,Female,No,44.83431,172.4871
9131,1,18,21051.88,Married,Male,No,65.81421,137.4872
9132,3,32,19379.79,Separated,Female,No,68.09161,252.624
9133,2,64,14644.85,Separated,Male,No,66.67389,235.1417
9134,0,74,21808.42,Married,Male,No,55.84748,140.0013
9135,0,48,63248.45,Married,Male,No,58.96026,162.497
9136,3,31,14829.89,Separated,Male,No,58.4219,119.9897
9137,2,54,92291.31,Married,Male,No,69.85281,164.9853
9138,0,69,30272.58,Never Married,Male,No,59.54349,252.6378
9139,2,58,49823.86,Married,Female,No,68.10981,174.9755
9140,4,64,33985.54,Never Married,Male,No,64.20102,265.147
9141,3,18,72397.73,Widowed,Female,No,66.80646,114.9509
9142,1,89,7014.13,Separated,Male,Yes,59.84973,277.6375
9143,3,19,16897.23,Widowed,Male,No,64.49513,152.4579
9144,1,40,56159.24,Divorced,Male,No,68.98021,182.4433
9145,1,47,50395.77,Divorced,Male,No,70.16029,92.45514
9146,0,34,45021.58,Separated,Female,No,57.86469,127.4738
9147,4,34,48804.01,Married,Male,No,71.58148,162.4653
9148,0,30,81148.39,Never Married,Male,No,46.04792,137.4616
9149,4,78,4115.32,Separated,Female,No,61.67004,169.9378
